Agency,Country,Activity Name,Start Year,End Year,Implementer,Description,Link to Website,Pre-Primary,Primary,Secondary,Workforce Development,Education Systems Strengthening
Peace Corps,Ghana,STEAM,2019,2026,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,x,x,,
Peace Corps,Togo,Targeting English Education for Change (TEECH),2019,2025,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,x,X,
Peace Corps,Thailand,Teacher Empowerment for Student Success (Certificate),2018,2024,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,x,x,X,
Peace Corps,Kosovo,Teaching English as a Foreign Language,2019,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Sierra Leone,Teaching English in Sierra Leone (TESL),2021,2028,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,x,x,X,
Peace Corps,Albania,TEFL,2020,2028,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Cameroon,TEFL,2020,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Colombia,TEFL,2020,2028,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,x,X,X,
Peace Corps,Ecuador,TEFL,2019,2024,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Kyrgyz Republic,TEFL,2021,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Madagascar,TEFL,2021,2028,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,x,X,
Peace Corps,Motenegro,TEFL,2020,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Namibia,TEFL,2021,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,x,x,
Peace Corps,Nepal,TEFL,2019,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,x,x,
Peace Corps,Philippines,TEFL,2020,2028,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,x,x,x,
Peace Corps,Timor Leste,TEFL,2020,2026,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,x,X,
Peace Corps,Armenia,TEFL (Certificate),2021,2031,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Benin,TEFL (Certificate),2018,2024,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Ethiopia,TEFL (Certificate),2020,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Indonesia,TEFL (Certificate),2021,2027,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,X,X,
Peace Corps,Ukraine,TEFL Project,2020,2026,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,x,X,
Peace Corps,Mexico,TEFL/ Technology Transfer,2017,2022,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/countries/,,,x,X,
USAID,Mozambique,Community Library Program,2019,2022,Peace Corps/Mozambique,This activity will establish community library programs to facilitate activities for local children and introduce effective community and parenting habits that foster support for improved reading skills.,https://www.peacecorps.gov/mozambique/stories/taking-abcs-airwaves-peace-corps-mozambiques-community-library-program-during-covid-19/,-,X,,,
Peace Corps,Viet Nam,TEFL,2022,2025,Peace Corps,"Peace Corps Volunteers (co-) plan, teach, and/or facilitate counterpart capacity building, student achievement, and community support for access for learning.",https://www.peacecorps.gov/viet-nam/,,,X,,
USAID,Ethiopia,Together for Early Childhood Evidence,2020,2022,NORC (PRIME); University of Nebraska Medical Center (sub-contractor),"This activity convenes government officials, researchers and other stakeholders interested in pre-primary data and measurement in Africa. The Consortium facilitates cross-country learning on how pre-primary systems can better use data to improve young children’s early learning experiences.",https://www.rtachesn.org/together-for-ece-country/ethiopia/,X,,,,
USAID,Liberia,Together for Early Childhood Evidence,2020,2022,NORC (PRIME); University of Nebraska Medical Center (sub-contractor),"This activity convenes government officials, researchers and other stakeholders interested in pre-primary data and measurement in Africa. The Consortium facilitates cross-country learning on how pre-primary systems can better use data to improve young children’s early learning experiences.",https://www.rtachesn.org/together-for-ece-country/liberia/,X,,,,
USAID,Liberia,Together for Early Childhood Evidence,2020,2022,NORC (PRIME); University of Nebraska Medical Center (sub-contractor),"This activity convenes government officials, researchers and other stakeholders interested in pre-primary data and measurement in Africa. The Consortium facilitates cross-country learning on how pre-primary systems can better use data to improve young children’s early learning experiences.",https://www.rtachesn.org/together-for-ece-country/liberia/,X,,,,
USAID,South Africa,Together for Early Childhood Evidence,2020,2022,NORC (PRIME); University of Nebraska Medical Center (sub-contractor),"This activity convenes government officials, researchers and other stakeholders interested in pre-primary data and measurement in Africa. The Consortium facilitates cross-country learning on how pre-primary systems can better use data to improve young children’s early learning experiences.",https://www.rtachesn.org/together-for-ece-country/south-africa/,X,,,,
USAID,Tanzania,Together for Early Childhood Evidence,2020,2022,NORC (PRIME); University of Nebraska Medical Center (sub-contractor),"This activity convenes government officials, researchers and other stakeholders interested in pre-primary data and measurement in Africa. The Consortium facilitates cross-country learning on how pre-primary systems can better use data to improve young children’s early learning experiences.",https://www.rtachesn.org/together-for-ece-news-story/announcing-phase-2/,X,,,,
USAID,Rwanda,Together for Early Childhood Evidence,2020,2022,NORC (PRIME); University of Nebraska Medical Center (sub-contractor),"This activity convenes government officials, researchers and other stakeholders interested in pre-primary data and measurement in Africa. The Consortium facilitates cross-country learning on how pre-primary systems can better use data to improve young children’s early learning experiences.",https://www.rtachesn.org/together-for-ece/about-together-for-early-childhood-evidence/,X,,,,
USAID,Philippines,ABC+: Advancing Basic Education inthe Philippines,2019,2024,RTI International,"This activity seeks to support the Philippines' Department of Education in achieving improved learner outcomes in reading, math, and socio-emotional learning for children in the early grades.",https://www.rti.org/impact/abc-plus-basic-education-philippines,X,X,,,X
USAID,Nepal,Early Grade Reading Program II (EGRP II),2020,2022,RTI international,This activity will support the Government of Nepal to scale up the National Early Grade Reading Program (NEGRP) in coordination and collaboration with relevant stakeholders so that all grades 1-3 students in community schools in the 38 current NEGRP target districts demonstrate improved reading outcomes.,https://www.rti.org/impact/reading-their-way-better-future,-,X,,,X
DOS,Botswana,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Cote d'Ivoire,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Eswatini,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Haiti,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Kenya,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Lesotho,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Malawi,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Mozambique,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Namibia,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Rwanda,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,South Africa,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Tanzania,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Uganda,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Zambia,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,Zimbabwe,DREAMS,2015,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,X,X,
DOS,South Sudan,DREAMS,2021,Ongoing,PEPFAR,"This activity aims to address the disproportionate impact of HIV/AIDS on adolescent girls and young women in 15 countries. This comprehensive package of programming includes a focus on improving access to/completion of secondary education (i.e., school fees, supplies, etc.) and economic strengthening (i.e., financial literacy, workforce/entrepreneurship training and job linkages).",https://www.state.gov/pepfar-dreams-partnership/,,,,X,
DOS,Botswana,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Burundi,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Cameroon,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Cote d'Ivoire,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Democratic Republic of the Congo,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Dominican Republic,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Eswatini,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Ethiopia,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Haiti,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,India,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Kenya,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Lesotho,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Malawi,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Mozambique,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Namibia,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Nigeria,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Rwanda,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,South Africa,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,South Sudan,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Tanzania,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Uganda,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Ukraine,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Zambia,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
DOS,Zimbabwe,OVC,Ongoing,Ongoing,PEPFAR,"This activity aims to improve educational access and learning for children and adolescents affected by HIV/AIDS across 24 countries with a focus on ensuring their access to a safe learning environment to complete their primary education, strengthening community-school relationships, and supporting transition to secondary school particularly for adolescent girls.",https://www.state.gov/populations/children/,X,X,X,,
USAID,Niger,Youth Connect (BYC),2020,2025,Mercy Corps,"The activity will focus on equipping youth with the skills they need to work and earn a living; improving access to economic opportunities, networks, market information, and finance for young people and youth groups; and encouraging the active participation by young people and youth groups in the decision-making process in their communities.",https://www.swisscontact.org/en/projects/bridge-youth-connect,,,,X,
USAID,Malawi,Secondary Education Expansion and Development (SEED) Contract Management Consultant (CMC),2019,2022,Tetra Tech Engineering,The activity provides engineering oversight services for all construction work under SEED phases 1 and 2.,https://www.tetratech.com/en/projects/design-and-construction-oversight-for-secondary-school-expansion-malawi,-,,X,,
USAID,Nepal,"Local Systems Strengthening to Reduce Child, Early, and Forced Marriage (CEFM)",2019,2022,The John Hopkins University,"This activity aims to strengthen the institutional and technical capacity of the Government of Nepal in Province 2 to reduce CEFM by designing, implementing, monitoring, evaluating, and coordinating effective social and behavior change activities and child protection system strengthening for reducing CEFM through a community-based, multi-sectoral, data-driven lens. During COVID-19, a new objective was added to increase learning outcomes for girls through informal education.",https://www.thecompassforsbc.org/project-examples/nepal-program-reduce-child-early-and-forced-marriage-r-cefm,-,X,,,X
USAID,Eastern and Southern Carribbean,Capacity Strengthening for Digital Education in the Eastern and Southern Caribbean,2022,2023,UNICEF,"This activity is aimed at strengthening the capacity of Dominica, Grenada, Saint Kitts and Nevis, Saint Lucia and Saint Vincent and the Grenadines to deliver quality online education. A key objective of the USAID-UNICEF intervention is aimed at strengthening the capacity of the Organization of Eastern Caribbean States (OECS) to deliver online pedagogy. This will include building the capacity of teachers to deliver and monitor online learning, ensuring that content is accessible to all.",https://www.unicef.org/easterncaribbean/stories/usaid-unicef-sign-agreement-boost-digital-education-eastern-caribbean,,X,X,,X
USAID,Nigeria ,Partnership with USAID to Address Post Conflict Activities To Counter Violent Extremism in Borno State (UNIMAID),2019,2022,University of Maiduguri ,"This activity addresses the post-conflict educational needs of Internally Displaced Persons (IDP) children through conflict reduction-based programming, Social and Emotional Learning and conflict-sensitive curriculum, common language instruction, and introducing a Diploma in Countering Violent Extremism (CVE).",https://www.unimaid.edu.ng/News,-,X,,,X
USAID,Guatemala,Basic Education Quality and Transitions for Lower Secondary (BEQT),2022,2027,RTI,"This activity will partner with the Ministry of Education to improve education quality and advancement through key transitions of primary and lower secondary education. It will improve foundational reading, writing, math, and social and emotional skills acquisition for children and youth through the formal education system and will increase the transition rate of students from primary to lower secondary education in targeted rural municipalities of Guatemala",https://www.usaid.gov/business-forecast/search/award/85b514f320?search=&location=All&ouid=All&page=1,-,X,X,,X
USAID,Kyrgyzstan,Safe Migration in Central Asia,2019,2024,Winrock International,"This activity aims at strengthening the mutual accountability and effectiveness of the government, civil society, and the private sector to prevent trafficking in persons, protect survivors, and promote safe migration in Tajikistan and other Central Asian countries, including Kazakhstan, Kyrgyzstan, Turkmenistan and Uzbekistan.",https://www.usaid.gov/central-asia-regional/fact-sheets/safe-migration-central-asia,-,,,,X
USAID,Uzbekistan,Safe Migration in Central Asia,2019,2024,Winrock International,"This activity aims at strengthening the mutual accountability and effectiveness of the government, civil society, and the private sector to prevent trafficking in persons, protect survivors, and promote safe migration in Tajikistan and other Central Asian countries, including Kazakhstan, Kyrgyzstan, Turkmenistan and Uzbekistan.","https://www.usaid.gov/central-asia-regional/fact-sheets/safe-migration-central-asia#:~:text=The%20Safe%20Migration%20in%20Central,part%20of%20USAID's%20Asia%2Dwide",-,,,,X
USAID,Colombia,Pacific in Progress Activity,2020,2023,Manos Visibles/ Pacific Power Fund,"The Avanza Pacifico Activity provides scholarships, education support, leadership training, and capacity building to Afro-Colombian and Indigenous individuals and organizations in Colombia’s Pacific Coast region. Avanza Pacifico is implemented by the Colombian organization Manos Visibles (“Visible Hands”) in Cauca, Choco, Nariño, and Valle del Cauca, and in the cities of Bogota, Medellin and Cartagena. It's one of our first direct awards to Afro-Colombia and Indigenous organizations under an APS we launched in 2018.",https://www.usaid.gov/colombia/fact-sheets/pgo-avanza-pac%C3%ADfico,,,X,,X
USAID,Colombia,Youth Resilience Activity,2020,2025,ACDI-VOCA,"Through this activity, USAID/Colombia’s Reconciliation and Inclusion Office (RIO) seeks to support youth in high risk environments to reach their full potential, as safe, productive, healthy and engaged participants with positive enabling environments where violence is prevented and risks associated with crime are mitigated. This will entail supporting youth-centered efforts targeting Colombian and Venezuelan youth, disengaged child soldiers, and former youth offenders. Adhering to USAID’s Youth in Development Policy definition of young people, YRA’s target youth range is from ages 10 to 29, with emphasis on adolescence and emerging adulthood (ages 15-29). From a socio-ecological systems approach, YRA also targets youth’s families, community, service providers, and others impacting their development.",https://www.usaid.gov/colombia/fact-sheets/pgo-youth-resilience,,,X,X,X
USAID,Colombia,Together We Learn Activity,2021,2026,Partners of the Americas,"Juntos Aprendemos works to: improve the quality of education for children and youth in receptor communities at the pre-school, primary, and secondary education levels; increase access to quality education for children and youth in receptor communities; and strengthen community engagement in educational opportunities, with a focus on school clusters most affected by the influx of migrants. ",https://www.usaid.gov/colombia/fact-sheets/vrio-juntos-aprendemos,X,X,X,,X
USAID,El Salvador,Protection and Quality of Care for Children,2018,2023,Whole Child International,This activity will increase the capacity of the government of El Salvador to protect and care for children most at risk of being victims or perpetrators of violence.,https://www.usaid.gov/documents/1862/protection-and-quality-care-children,X,,,,X
USAID,Afghanistan,Girls Education Challenge - USAID & UK DFID,2016,2023,Agha Khan Foundation,"This activity provides girls with access to education, materials, and safe spaces to learn.",https://www.usaid.gov/documents/1871/girls%E2%80%99-education-challenge-gec, ,X,X,X,X
USAID,Zambia,Zambia Edufinance activity,2020,2025,"Palladium, Opportunity International, Education Partnership Group and
PEAS","This activity leverages essential private capital to improve access to quality, primary education for students in target catchment zones. The project ultimately contributes much-needed enrollment opportunities for primary school students in Zambia",https://www.usaid.gov/documents/edufinance-fact-sheet,,X,,,
USAID,Zambia,Transforming Teacher Education activity,2020,2025,Florida State University (FSU),"This activity strengthens the capacity of Zambia’s Colleges of Education (COE) and universities to equip teachers with the tools they need to deliver high-quality instruction in reading and local language literacy.The activity will ultimately ensure teachers are better prepared to help their students thrive in the classroom.",https://www.usaid.gov/documents/transforming-teacher-education,,,,,
